jobs_id,salary
1175,Rp3.600.000 – 5.800.000
1176,Rp5.000.000 – 10.000.000
1177,Rp3.000.000 – 6.000.000
1178,Rp3.000.000 – 6.000.000
1179,Rp4.000.000 – 5.000.000
1180,Rp3.000.000 – 6.000.000
1183,Rp5.000.000 – 10.000.000
1184,Rp3.000.000 – 5.000.000
1185,Rp3.000.000 – 6.000.000
1186,Rp8.000.000 – 15.000.000
1188,Rp4.000.000 – 8.000.000
1189,Rp4.000.000 – 8.000.000
1190,Rp4.000.000 – 7.000.000
1191,Rp5.000.000 – 10.000.000
1192,Rp3.000.000 – 6.000.000
1194,Rp4.000.000 – 8.000.000
1195,Rp4.000.000 – 8.000.000
1196,Rp5.000.000 – 10.000.000
1198,Rp3.000.000 – 6.000.000
1199,Rp1.500.000 – 2.500.000
1200,Rp5.000.000 – 10.000.000
1201,Rp10.000.000 – 20.000.000
1202,Rp4.000.000 – 7.000.000
1205,Rp4.000.000 – 8.000.000
1206,Rp2.500.000 – 5.000.000
1207,Rp4.000.000 – 8.000.000
1208,Rp5.000.000 – 10.000.000
1209,Rp3.000.000 – 6.000.000
1210,Rp5.000.000 – 10.000.000
1211,Rp5.000.000 – 10.000.000
1212,Rp5.000.000 – 10.000.000
1213,Rp6.000.000 – 12.000.000
1214,Rp10.000.000 – 20.000.000
1215,Rp4.000.000 – 8.000.000
1217,Rp1.500.000 – 2.500.000
1218,Rp3.000.000 – 6.000.000
1219,Rp2.500.000 – 5.000.000
1220,Rp1.500.000 – 2.500.000
1221,Rp5.000.000 – 10.000.000
1222,Rp1.500.000 – 2.500.000
1225,Rp8.000.000 – 15.000.000
1226,Rp5.000.000 – 10.000.000
1227,Rp5.000.000 – 10.000.000
1228,Rp8.000.000 – 15.000.000
1229,Rp4.000.000 – 8.000.000
1230,Rp1.500.000 – 2.500.000
1232,Rp5.000.000 – 10.000.000
1233,Rp4.000.000 – 8.000.000
1234,Rp4.000.000 – 7.000.000
1235,Rp4.000.000 – 8.000.000
1236,Rp5.000.000 – 10.000.000
1237,Rp1.500.000 – 2.500.000
1238,Rp8.000.000 – 15.000.000
1239,Rp4.000.000 – 8.000.000
1240,Rp3.000.000 – 6.000.000
1241,Rp5.000.000 – 10.000.000
1243,Rp8.000.000 – 15.000.000
1244,Rp8.000.000 – 15.000.000
1245,Rp6.000.000 – 12.000.000
1246,Rp3.000.000 – 6.000.000
1247,Rp1.500.000 – 2.500.000
1248,Rp4.000.000 – 8.000.000
1249,Rp3.000.000 – 6.000.000
1250,Rp7.000.000 – 10.000.000
1251,Rp1.500.000 – 2.500.000
1252,Rp4.000.000 – 8.000.000
1253,Rp5.000.000 – 10.000.000
1254,Rp4.000.000 – 8.000.000
1255,Rp10.000.000 – 20.000.000
1256,Rp4.000.000 – 7.000.000
1258,Rp5.000.000 – 10.000.000
1259,Rp4.000.000 – 8.000.000
1260,Rp4.000.000 – 8.000.000
1261,Rp6.000.000 – 12.000.000
1262,Rp3.000.000 – 6.000.000
1263,Rp2.000.000 – 4.000.000
1264,Rp5.000.000 – 10.000.000
1266,Rp1.500.000 – 2.500.000
1268,Rp3.000.000 – 6.000.000
1269,Rp4.000.000 – 8.000.000
1270,Rp5.000.000 – 10.000.000
1271,Rp8.000.000 – 15.000.000
1272,Rp5.000.000 – 10.000.000
1273,Rp4.000.000 – 8.000.000
1274,Rp3.000.000 – 6.000.000
1275,Rp1.500.000 – 2.500.000
1276,Rp1.500.000 – 2.500.000
1277,Rp5.000.000 – 6.000.000
1278,Rp4.000.000 – 7.000.000
1279,Rp4.000.000 – 8.000.000
1280,Rp4.000.000 – 7.000.000
1281,Rp4.000.000 – 7.000.000
1282,Rp5.000.000 – 10.000.000
1283,Rp4.000.000 – 8.000.000
1284,Rp5.000.000 – 10.000.000
1285,Rp10.000.000 – 20.000.000
1286,Rp4.000.000 – 8.000.000
1287,Rp1.500.000 – 2.500.000
1289,Rp3.000.000 – 6.000.000
1291,Rp5.000.000 – 10.000.000
1292,Rp4.000.000 – 8.000.000
1293,Rp3.000.000 – 5.000.000
1294,Rp6.000.000 – 12.000.000
1295,Rp10.000.000 – 20.000.000
1297,Rp4.000.000 – 8.000.000
1298,Rp4.000.000 – 8.000.000
1300,Rp4.000.000 – 5.000.000
1302,Rp4.000.000 – 8.000.000
1303,Rp4.000.000 – 7.000.000
1304,Rp6.000.000 – 12.000.000
1305,Rp5.000.000 – 10.000.000
1306,Rp1.500.000 – 2.500.000
1307,Rp1.500.000 – 2.500.000
1308,Rp3.000.000 – 6.000.000
1309,Rp3.000.000 – 6.000.000
1310,Rp1.500.000 – 2.500.000
1312,Rp4.000.000 – 8.000.000
1313,Rp4.000.000 – 8.000.000
1314,Rp5.000.000 – 10.000.000
1315,Rp5.000.000 – 10.000.000
1316,Rp7.000.000 – 14.000.000
1317,Rp1.500.000 – 2.500.000
1318,Rp3.000.000 – 5.000.000
1319,Rp3.000.000 – 6.000.000
1322,Rp4.000.000 – 8.000.000
1323,Rp3.000.000 – 6.000.000
1324,Rp5.000.000 – 10.000.000
1325,Rp8.000.000 – 15.000.000
1326,Rp8.000.000 – 15.000.000
1328,Rp3.600.000 – 5.800.000
1329,Rp2.500.000 – 5.000.000
1331,Rp1.500.000 – 2.500.000
1332,Rp4.000.000 – 8.000.000
1333,Rp3.000.000 – 6.000.000
1335,Rp6.000.000 – 12.000.000
1336,Rp6.000.000 – 12.000.000
1337,Rp4.000.000 – 8.000.000
1339,Rp1.500.000 – 2.500.000
1340,Rp5.000.000 – 10.000.000
1343,Rp1.500.000 – 2.500.000
1344,Rp5.000.000 – 10.000.000
1345,Rp4.000.000 – 8.000.000
1347,Rp5.000.000 – 10.000.000
1348,Rp5.000.000 – 10.000.000
1350,Rp1.500.000 – 2.500.000
1353,Rp5.000.000 – 10.000.000
1355,Rp5.000.000 – 10.000.000
1357,Rp7.000.000 – 14.000.000
1358,Rp4.000.000 – 8.000.000
1359,Rp8.000.000 – 15.000.000
1361,Rp5.000.000 – 10.000.000
1363,Rp3.000.000 – 6.000.000
1364,Rp8.000.000 – 15.000.000
1365,Rp5.000.000 – 10.000.000
1366,Rp7.000.000 – 14.000.000
1367,Rp5.000.000 – 10.000.000
1368,Rp3.000.000 – 6.000.000
1369,Rp5.000.000 – 10.000.000
1370,Rp5.000.000 – 10.000.000
1371,Rp3.000.000 – 6.000.000
1372,Rp1.500.000 – 2.500.000
1373,Rp5.000.000 – 10.000.000
1374,Rp8.000.000 – 15.000.000
1375,Rp3.000.000 – 6.000.000
1377,Rp8.000.000 – 15.000.000
1378,Rp5.000.000 – 10.000.000
1380,Rp8.000.000 – 15.000.000
1381,Rp5.000.000 – 10.000.000
1382,Rp4.000.000 – 8.000.000
1383,Rp3.000.000 – 6.000.000
1384,Rp1.500.000 – 2.500.000
1385,Rp8.000.000 – 15.000.000
1386,Rp2.000.000 – 4.000.000
1387,Rp1.500.000 – 2.500.000
1388,Rp1.500.000 – 2.500.000
1389,Rp7.000.000 – 14.000.000
1392,Rp7.000.000 – 14.000.000
1393,Rp1.500.000 – 2.500.000
1394,Rp5.000.000 – 10.000.000
1395,Rp5.000.000 – 10.000.000
1396,Rp8.000.000 – 15.000.000
1397,Rp6.000.000 – 12.000.000
1398,Rp5.000.000 – 10.000.000
1399,Rp6.000.000 – 12.000.000
1400,Rp1.500.000 – 2.500.000
1401,Rp4.000.000 – 8.000.000
1406,Rp3.000.000 – 6.000.000
1408,Rp3.000.000 – 5.000.000
1413,Rp3.000.000 – 6.000.000
1425,Rp3.000.000 – 6.000.000
1445,Rp3.000.000 – 6.000.000
1446,Rp3.000.000 – 6.000.000
1454,Rp3.000.000 – 6.000.000
1460,Rp4.000.000 – 8.000.000
1461,Rp4.000.000 – 8.000.000
1462,Rp8.000.000 – 15.000.000
1464,Rp8.000.000 – 15.000.000
1465,Rp5.000.000 – 10.000.000
1466,Rp4.000.000 – 8.000.000
1467,Rp4.000.000 – 8.000.000
1468,Rp3.000.000 – 6.000.000
1469,Rp5.000.000 – 10.000.000
1470,Rp5.000.000 – 10.000.000
1471,Rp8.000.000 – 15.000.000
1473,Rp8.000.000 – 15.000.000
1474,Rp5.000.000 – 10.000.000
1476,Rp5.000.000 – 10.000.000
1477,Rp5.000.000 – 10.000.000
1478,Rp4.000.000 – 8.000.000
1481,Rp4.000.000 – 8.000.000
1482,Rp5.000.000 – 10.000.000
1483,Rp5.000.000 – 10.000.000
1484,Rp3.000.000 – 6.000.000
1485,Rp5.000.000 – 10.000.000
1486,Rp5.000.000 – 10.000.000
1487,Rp5.000.000 – 10.000.000
1488,Rp4.000.000 – 8.000.000
1489,Rp4.000.000 – 5.400.000
1490,Rp3.000.000 – 6.000.000
1491,Rp5.000.000 – 10.000.000
1492,Rp7.000.000 – 14.000.000
1493,Rp5.000.000 – 10.000.000
1494,Rp8.000.000 – 15.000.000
1495,Rp3.000.000 – 6.000.000
1496,Rp6.000.000 – 12.000.000
1497,Rp4.000.000 – 8.000.000
1498,Rp5.000.000 – 10.000.000
1499,Rp6.000.000 – 12.000.000
1500,Rp4.000.000 – 8.000.000
1501,Rp10.000.000 – 20.000.000
1503,Rp5.000.000 – 10.000.000
1504,Rp3.000.000 – 6.000.000
1505,Rp5.000.000 – 10.000.000
1506,Rp3.000.000 – 5.000.000
1507,Rp3.000.000 – 5.000.000
1508,Rp10.000.000 – 20.000.000
1509,Rp10.000.000 – 20.000.000
1510,Rp8.000.000 – 15.000.000
1511,Rp4.000.000 – 7.000.000
1512,Rp5.000.000 – 10.000.000
1513,Rp15.000.000 – 30.000.000
1514,Rp4.000.000 – 5.000.000
1515,Rp7.000.000 – 11.000.000
1516,Rp5.000.000 – 10.000.000
1517,Rp8.000.000 – 15.000.000
1518,Rp5.000.000 – 10.000.000
1520,Rp5.000.000 – 10.000.000
1521,Rp10.000.000 – 20.000.000
1522,Rp3.000.000 – 6.000.000
1523,Rp4.726.000 – 4.800.000
1524,Rp4.000.000 – 8.000.000
1525,Rp4.000.000 – 8.000.000
1526,Rp5.000.000 – 10.000.000
1527,Rp4.000.000 – 7.000.000
1528,Rp4.000.000 – 8.000.000
1529,Rp4.000.000 – 8.000.000
1530,Rp4.000.000 – 8.000.000
1531,Unpaid
1532,Rp4.000.000 – 8.000.000
1533,Rp5.000.000 – 10.000.000
1534,Rp5.000.000 – 10.000.000
1535,Rp8.000.000 – 15.000.000
1536,Rp8.000.000 – 15.000.000
1538,Rp5.000.000 – 10.000.000
1539,Rp1.500.000 – 2.500.000
1540,Rp4.000.000 – 7.000.000
1541,Rp1.500.000 – 2.500.000
1543,Rp3.000.000 – 6.000.000
1544,Rp1.500.000 – 2.500.000
1545,Rp5.000.000 – 10.000.000
1546,Rp5.000.000 – 10.000.000
1547,Rp1.500.000 – 2.500.000
1548,Rp4.000.000 – 8.000.000
1549,Rp4.000.000 – 7.000.000
1550,Rp3.000.000 – 6.000.000
1551,Rp3.000.000 – 6.000.000
1552,Rp5.000.000 – 10.000.000
1553,Rp1.500.000 – 2.500.000
1554,Rp5.000.000 – 10.000.000
1555,Rp5.000.000 – 10.000.000
1556,Rp5.000.000 – 10.000.000
1557,Rp5.000.000 – 10.000.000
1558,Rp3.000.000 – 6.000.000
1559,Rp5.000.000 – 10.000.000
1560,Rp5.000.000 – 10.000.000
1562,Rp5.000.000 – 10.000.000
1563,Rp4.000.000 – 8.000.000
1565,Rp8.000.000 – 15.000.000
1566,Rp5.000.000 – 10.000.000
1567,Rp5.000.000 – 10.000.000
1568,Rp5.000.000 – 10.000.000
1569,Rp5.000.000 – 10.000.000
1570,Rp5.000.000 – 10.000.000
1571,Rp3.000.000 – 6.000.000
1575,Rp1.500.000 – 2.500.000
1576,Rp10.000.000 – 20.000.000
1577,Rp3.000.000 – 6.000.000
1578,Rp5.000.000 – 10.000.000
1579,Rp8.000.000 – 12.000.000
1581,Rp1.500.000 – 2.500.000
1582,Rp5.000.000 – 10.000.000
1585,Rp45.000.000 – 55.000.000
1586,Rp2.000.000 – 4.000.000
1588,Rp5.000.000 – 10.000.000
1589,Rp4.000.000 – 8.000.000
1591,Rp5.000.000 – 10.000.000
1595,Rp4.000.000 – 8.000.000
1596,Rp5.000.000 – 10.000.000
1597,Rp5.000.000 – 10.000.000
1598,Rp1.500.000 – 2.500.000
1599,Rp3.000.000 – 6.000.000
1600,Rp4.000.000 – 8.000.000
1601,Rp3.000.000 – 6.000.000
1602,Rp4.000.000 – 8.000.000
1603,Rp5.000.000 – 10.000.000
1604,Rp8.000.000 – 15.000.000
1605,Rp18.000.000 – 25.000.000
1606,Rp4.000.000 – 8.000.000
1607,Rp4.000.000 – 8.000.000
1608,Rp5.000.000 – 10.000.000
1609,Rp8.000.000 – 15.000.000
1610,Rp5.000.000 – 10.000.000
1612,Rp4.000.000 – 8.000.000
1613,Rp5.000.000 – 10.000.000
1614,Rp5.000.000 – 10.000.000
1615,Rp3.000.000 – 6.000.000
1616,Rp4.000.000 – 5.400.000
1619,Rp5.000.000 – 10.000.000
1620,Rp5.000.000 – 10.000.000
1621,Rp8.000.000 – 15.000.000
1622,Rp3.000.000 – 6.000.000
1624,Rp5.000.000 – 10.000.000
1625,Rp3.000.000 – 6.000.000
1626,Rp5.000.000 – 10.000.000
1627,Rp8.000.000 – 15.000.000
1628,Rp5.000.000 – 7.000.000
1629,Rp8.000.000 – 15.000.000
1630,Rp5.000.000 – 10.000.000
1632,Rp5.000.000 – 10.000.000
1633,Rp6.000.000 – 12.000.000
1634,Rp8.000.000 – 15.000.000
1635,Rp1.500.000 – 2.500.000
1636,Rp5.000.000 – 10.000.000
1637,Rp5.000.000 – 10.000.000
1638,Rp4.000.000 – 8.000.000
1639,Rp5.000.000 – 10.000.000
1640,Rp1.500.000 – 2.500.000
1641,Rp4.000.000 – 8.000.000
1642,Rp10.000.000 – 20.000.000
1643,Rp10.000.000 – 20.000.000
1644,Rp3.000.000 – 6.000.000
1646,Rp4.000.000 – 8.000.000
1647,Rp3.000.000 – 6.000.000
1648,Rp1.500.000 – 2.500.000
1649,Rp4.000.000 – 8.000.000
1650,Rp5.000.000 – 10.000.000
1651,Rp5.000.000 – 10.000.000
1652,Rp3.000.000 – 6.000.000
1653,Rp5.000.000 – 10.000.000
1654,Rp3.000.000 – 6.000.000
1655,Rp5.000.000 – 10.000.000
1656,Rp10.000.000 – 20.000.000
1657,Rp3.000.000 – 6.000.000
1658,Rp5.000.000 – 10.000.000
1659,Rp8.000.000 – 15.000.000
1660,Rp5.000.000 – 10.000.000
1661,Rp4.000.000 – 8.000.000
1662,Rp4.000.000 – 8.000.000
1663,Rp4.000.000 – 8.000.000
1664,Rp1.500.000 – 2.500.000
1666,Rp5.000.000 – 10.000.000
1667,Rp8.000.000 – 15.000.000
1668,Rp10.000.000 – 20.000.000
1672,Rp3.000.000 – 6.000.000
1674,Rp3.000.000 – 6.000.000
1676,Rp4.000.000 – 8.000.000
1677,Rp1.000.000 – 2.000.000
1678,Rp5.000.000 – 10.000.000
1679,Unpaid
1680,Rp8.000.000 – 15.000.000
1681,Rp1.500.000 – 2.500.000
1682,Rp5.000.000 – 10.000.000
1684,Rp3.000.000 – 6.000.000
1685,Rp4.000.000 – 8.000.000
1686,Rp8.000.000 – 15.000.000
1687,Rp4.000.000 – 8.000.000
1688,Rp5.000.000 – 10.000.000
1689,Rp4.000.000 – 8.000.000
1691,Rp5.000.000 – 10.000.000
1692,Rp4.000.000 – 7.000.000
1693,Rp1.500.000 – 2.500.000
1694,Rp8.000.000 – 15.000.000
1695,Rp10.000.000 – 20.000.000
1697,Rp5.000.000 – 10.000.000
1698,Rp4.000.000 – 8.000.000
1699,Rp5.000.000 – 10.000.000
1701,Rp3.000.000 – 6.000.000
1702,Rp3.000.000 – 6.000.000
1703,Rp4.000.000 – 8.000.000
1704,Rp5.000.000 – 10.000.000
1705,Rp4.000.000 – 8.000.000
1706,Rp7.000.000 – 14.000.000
1708,Rp3.000.000 – 6.000.000
1709,Rp7.000.000 – 14.000.000
1711,Rp5.000.000 – 10.000.000
1712,Rp8.000.000 – 15.000.000
1713,Rp8.000.000 – 15.000.000
1714,Rp1.500.000 – 2.000.000
1715,Rp8.000.000 – 15.000.000
1717,Rp3.000.000 – 6.000.000
1718,Rp5.000.000 – 10.000.000
1719,Rp3.500.000 – 5.500.000
1720,Rp8.000.000 – 15.000.000
1721,Rp3.500.000 – 5.000.000
1722,Rp5.000.000 – 10.000.000
1723,Rp8.000.000 – 15.000.000
1724,Rp10.000.000 – 20.000.000
1727,Rp8.000.000 – 15.000.000
1728,Rp8.000.000 – 15.000.000
1729,Rp3.000.000 – 6.000.000
1730,Rp8.000.000 – 15.000.000
1731,Rp2.000.000 – 2.500.000
1733,Rp5.000.000 – 10.000.000
1734,Rp8.000.000 – 15.000.000
1735,Rp3.000.000 – 6.000.000
1736,Rp6.000.000 – 12.000.000
1737,Rp3.000.000 – 6.000.000
1738,Rp5.000.000 – 10.000.000
1739,Rp8.000.000 – 15.000.000
1740,Rp3.000.000 – 6.000.000
1741,Rp3.000.000 – 6.000.000
1742,Rp5.000.000 – 10.000.000
1743,Rp5.000.000 – 10.000.000
1744,Rp8.000.000 – 15.000.000
1745,Rp5.000.000 – 10.000.000
1746,Rp5.000.000 – 10.000.000
1747,Rp5.000.000 – 10.000.000
1748,Rp3.000.000 – 6.000.000
1749,Rp5.000.000 – 10.000.000
1750,Rp5.000.000 – 10.000.000
1751,Rp5.000.000 – 10.000.000
1752,Rp5.000.000 – 10.000.000
1753,Rp4.000.000 – 8.000.000
1754,Rp1.500.000 – 2.500.000
1755,Rp5.000.000 – 10.000.000
1756,Rp1.500.000 – 2.500.000
1757,Rp6.000.000 – 12.000.000
1758,Rp4.000.000 – 8.000.000
1760,Rp1.500.000 – 2.500.000
1765,Rp1.500.000 – 2.500.000
1766,Rp4.000.000 – 8.000.000
1769,Rp2.000.000 – 4.000.000
1770,Rp7.000.000 – 14.000.000
1771,Rp1.500.000 – 2.500.000
1772,Rp1.500.000 – 2.500.000
1773,Rp8.000.000 – 15.000.000
1775,Rp4.000.000 – 8.000.000
1776,Rp1.500.000 – 2.500.000
1777,Rp2.000.000 – 4.000.000
1778,Rp4.000.000 – 8.000.000
1783,Rp4.000.000 – 8.000.000
1784,Rp8.000.000 – 15.000.000
1786,Rp1.500.000 – 2.500.000
1787,Rp4.000.000 – 8.000.000
1814,Rp3.000.000 – 6.000.000
1825,Rp3.000.000 – 6.000.000
1826,Rp4.000.000 – 8.000.000
1827,Rp4.000.000 – 8.000.000
1828,Rp4.000.000 – 8.000.000
1829,Rp4.000.000 – 8.000.000
1830,Rp4.000.000 – 8.000.000
1831,Rp5.000.000 – 10.000.000
1832,Rp4.000.000 – 8.000.000
1833,Rp5.000.000 – 10.000.000
1834,Rp5.000.000 – 10.000.000
1835,Rp5.000.000 – 10.000.000
1836,Rp8.000.000 – 15.000.000
1838,Rp8.000.000 – 15.000.000
1839,Rp8.000.000 – 15.000.000
1840,Rp5.000.000 – 10.000.000
1841,Rp3.000.000 – 6.000.000
1844,Rp5.000.000 – 10.000.000
1845,Rp3.000.000 – 6.000.000
1846,Rp8.000.000 – 15.000.000
1847,Rp5.000.000 – 10.000.000
1848,Rp5.000.000 – 10.000.000
1849,Rp8.000.000 – 15.000.000
1850,Rp8.000.000 – 15.000.000
1851,Rp4.000.000 – 8.000.000
1852,Rp5.000.000 – 10.000.000
1853,Rp10.000.000 – 20.000.000
1854,Rp10.000.000 – 20.000.000
1855,Rp1.500.000 – 2.500.000
1856,Rp2.000.000 – 4.000.000
1857,Rp15.000.000 – 18.000.000
1858,Rp8.000.000 – 15.000.000
1859,Rp5.000.000 – 10.000.000
1860,Rp8.000.000 – 15.000.000
1861,Rp3.000.000 – 6.000.000
1863,Rp3.000.000 – 6.000.000
1864,Rp3.000.000 – 6.000.000
1866,Rp3.000.000 – 6.000.000
1867,Rp3.000.000 – 6.000.000
1869,Rp8.000.000 – 15.000.000
1870,Rp5.000.000 – 10.000.000
1871,Rp7.000.000 – 14.000.000
1872,Rp3.000.000 – 5.000.000
1873,Rp3.000.000 – 6.000.000
1874,Rp15.000.000 – 20.000.000
1875,Rp8.000.000 – 15.000.000
1877,Rp3.000.000 – 5.000.000
1878,Rp3.000.000 – 6.000.000
1879,Rp3.000.000 – 4.000.000
1880,Rp3.000.000 – 6.000.000
1881,Rp15.000.000 – 20.000.000
1883,Rp4.000.000 – 8.000.000
1885,Rp1.500.000 – 2.500.000
1887,Rp5.000.000 – 10.000.000
1889,Rp9.000.000 – 10.000.000
1890,Rp8.000.000 – 15.000.000
1892,Rp4.000.000 – 7.000.000
1893,Rp8.000.000 – 15.000.000
1894,Rp4.000.000 – 8.000.000
1895,Rp5.000.000 – 10.000.000
1896,Rp5.000.000 – 10.000.000
1897,Rp3.000.000 – 6.000.000
1898,Rp2.000.000 – 4.000.000
1899,Rp3.000.000 – 6.000.000
1900,Rp3.000.000 – 6.000.000
1901,Rp6.000.000 – 12.000.000
1902,Rp5.000.000 – 10.000.000
1903,Rp3.000.000 – 6.000.000
1904,Rp4.000.000 – 8.000.000
1905,Rp1.500.000 – 2.500.000
1906,Rp7.000.000 – 14.000.000
1907,Rp7.000.000 – 14.000.000
1908,Rp5.000.000 – 10.000.000
1910,Rp1.500.000 – 2.500.000
1911,Rp1.500.000 – 2.500.000
1912,Rp7.000.000 – 14.000.000
1913,Rp1.500.000 – 2.500.000
1914,Rp1.500.000 – 2.500.000
1915,Rp1.500.000 – 2.500.000
1916,Rp1.500.000 – 2.500.000
1917,Rp1.500.000 – 2.500.000
1918,Rp1.500.000 – 2.500.000
1919,Rp10.000.000 – 20.000.000
1920,Rp4.000.000 – 8.000.000
1921,Rp4.000.000 – 8.000.000
1922,Rp1.500.000 – 2.500.000
1923,Rp1.500.000 – 2.500.000
1924,Rp4.000.000 – 8.000.000
1938,Rp5.000.000 – 10.000.000
1957,Rp3.000.000 – 6.000.000
1964,Rp6.000.000 – 12.000.000
1965,Rp4.000.000 – 8.000.000
1966,Rp7.000.000 – 14.000.000
1968,Rp7.000.000 – 14.000.000
1969,Rp7.000.000 – 14.000.000
1970,Rp3.000.000 – 6.000.000
1972,Rp4.000.000 – 8.000.000
1974,Rp6.000.000 – 12.000.000
1976,Rp7.000.000 – 14.000.000
1977,Rp4.000.000 – 8.000.000
1978,Rp1.500.000 – 2.500.000
1979,Rp3.000.000 – 6.000.000
1980,Rp1.500.000 – 2.500.000
1982,Rp5.000.000 – 10.000.000
1985,Rp3.000.000 – 6.000.000
1986,Rp3.000.000 – 6.000.000
1987,Rp5.000.000 – 10.000.000
1988,Rp7.000.000 – 14.000.000
1990,Rp1.500.000 – 2.500.000
1993,Rp1.500.000 – 2.500.000
1994,Rp3.000.000 – 6.000.000
1995,Rp3.000.000 – 6.000.000
1997,Rp3.000.000 – 6.000.000
1999,Rp10.000.000 – 20.000.000
2002,Rp3.000.000 – 6.000.000
2023,Rp4.000.000 – 8.000.000
2028,Rp6.000.000 – 12.000.000
2030,Rp3.000.000 – 6.000.000
2032,Rp6.000.000 – 12.000.000
2033,Rp8.000.000 – 9.000.000
2034,Rp1.500.000 – 2.500.000
2036,Rp6.000.000 – 12.000.000
2037,Rp5.000.000 – 10.000.000
2038,Rp4.000.000 – 8.000.000
2039,Rp4.000.000 – 8.000.000
2041,Rp4.000.000 – 8.000.000
2042,Rp4.000.000 – 8.000.000
2043,Rp4.000.000 – 8.000.000
2044,Rp5.000.000 – 10.000.000
2045,Rp4.000.000 – 8.000.000
2047,Rp5.000.000 – 10.000.000
2048,Rp8.000.000 – 15.000.000
2049,Rp8.000.000 – 9.000.000
2052,Rp1.500.000 – 2.500.000
2053,Rp5.000.000 – 10.000.000
2054,Rp6.000.000 – 12.000.000
2055,Rp3.000.000 – 6.000.000
2056,Rp5.000.000 – 10.000.000
2057,Rp2.000.000 – 4.000.000
2061,Rp5.000.000 – 10.000.000
2065,Rp3.000.000 – 6.000.000
2066,Rp5.000.000 – 10.000.000
2067,Rp4.000.000 – 8.000.000
2068,Rp3.180.000 – 4.000.000
2069,Rp5.000.000 – 10.000.000
2070,Rp2.000.000 – 4.000.000
2071,Rp1.500.000 – 2.500.000
2072,Rp5.000.000 – 10.000.000
2073,Rp1.500.000 – 2.500.000
2074,Rp1.500.000 – 2.500.000
2075,Rp2.000.000 – 4.000.000
2078,Rp2.000.000 – 4.000.000
2079,Rp2.000.000 – 4.000.000
2080,Rp2.000.000 – 4.000.000
2081,Rp7.000.000 – 14.000.000
2082,Rp2.000.000 – 4.000.000
2083,Rp1.500.000 – 2.500.000
2084,Rp1.500.000 – 2.500.000
2085,Rp7.000.000 – 14.000.000
2086,Rp7.000.000 – 14.000.000
2087,Rp1.500.000 – 2.500.000
2088,Rp1.500.000 – 2.500.000
2089,Rp2.000.000 – 4.000.000
2090,Rp1.500.000 – 2.500.000
2091,Rp1.500.000 – 2.500.000
2092,Rp1.500.000 – 2.500.000
2093,Rp2.000.000 – 4.000.000
2097,Rp1.500.000 – 2.500.000
2098,Rp4.000.000 – 8.000.000
2123,Rp4.000.000 – 8.000.000
2124,Rp10.000.000 – 20.000.000
2130,Rp3.000.000 – 6.000.000
2131,Rp10.000.000 – 20.000.000
2132,Rp4.000.000 – 8.000.000
2133,Rp3.000.000 – 6.000.000
2134,Rp7.000.000 – 14.000.000
2135,Rp5.000.000 – 10.000.000
2136,Rp3.600.000 – 5.800.000
2137,Rp7.000.000 – 14.000.000
2138,Rp7.000.000 – 14.000.000
2139,Rp7.000.000 – 14.000.000
2140,Rp8.000.000 – 15.000.000
2141,Rp10.000.000 – 20.000.000
2142,Rp3.000.000 – 6.000.000
2143,Rp5.000.000 – 10.000.000
2144,Rp50.000 – 100.000
2145,Rp1.500.000 – 2.500.000
2146,Rp3.000.000 – 6.000.000
2148,Rp3.000.000 – 6.000.000
2149,Rp1.500.000 – 2.500.000
2151,Rp3.000.000 – 6.000.000
2152,Rp3.500.000 – 5.000.000
2153,Rp2.200.000 – 4.000.000
2154,Rp50.000 – 100.000
2155,Rp4.800.000 – 6.000.000
2156,Rp2.200.000 – 4.000.000
2157,Rp5.400.000 – 7.000.000
2158,Rp3.000.000 – 4.500.000
2159,Rp2.000.000 – 4.000.000
2161,Rp2.700.000 – 4.500.000
2162,Rp2.900.000 – 3.500.000
2164,Rp2.700.000 – 4.500.000
2166,Rp2.400.000 – 3.500.000
2167,Rp2.300.000 – 4.000.000
2168,Rp2.700.000 – 4.500.000
2169,Rp2.500.000 – 4.500.000
2208,Rp2.492.997 – 3.000.000
2211,Rp4.000.000 – 9.000.000
2213,Rp5.000.000 – 10.000.000
2214,Rp3.000.000 – 6.000.000
2216,Rp4.000.000 – 8.000.000
2218,Rp4.000.000 – 8.000.000
2219,Rp6.000.000 – 12.000.000
2221,Rp8.000.000 – 15.000.000
2222,Rp8.000.000 – 15.000.000
2223,Rp3.000.000 – 6.000.000
2224,Rp7.000.000 – 14.000.000
2225,Rp8.000.000 – 15.000.000
2228,Rp7.000.000 – 8.000.000
2229,Rp3.000.000 – 6.000.000
2230,Rp5.000.000 – 6.500.000
2232,Rp4.000.000 – 8.000.000
2236,Rp8.000.000 – 15.000.000
2238,Rp5.000.000 – 10.000.000
2247,Rp5.000.000 – 10.000.000
2248,Rp5.000.000 – 10.000.000
2250,Rp3.112.103 – 4.500.000
2252,Rp5.500.000 – 7.500.000
2253,Rp4.000.000 – 8.000.000
2254,Rp3.000.000 – 6.000.000
2255,Rp8.000.000 – 15.000.000
2256,Rp5.000.000 – 10.000.000
2257,Rp10.000.000 – 20.000.000
2258,Rp15.000.000 – 18.000.000
2259,Rp6.000.000 – 12.000.000
2260,Rp10.000.000 – 20.000.000
2261,Rp5.000.000 – 10.000.000
